"emp_no","title","first_name","last_name","from_date","to_date"
281180,"Staff","Phillip","Fontet","1991-09-03","1998-02-07"
281570,"Assistant Engineer","Zijian","Covnot","1994-09-13","9999-01-01"
281692,"Senior Engineer","Khosrow","Sommen","1990-03-03","9999-01-01"
281834,"Assistant Engineer","Fumitake","Marchegay","1991-09-29","1997-06-12"
281848,"Senior Engineer","Parke","Staylopatis","1999-07-31","9999-01-01"
281859,"Senior Engineer","Masanao","Papastamatiou","1993-11-25","9999-01-01"
282000,"Senior Engineer","Hideo","Ratnakar","1997-06-12","1998-03-20"
282191,"Engineer","Alper","Shinomoto","1997-10-20","9999-01-01"
282333,"Senior Staff","Nahla","Serdy","2000-09-09","9999-01-01"
282343,"Senior Staff","Xinglin","Haldar","1993-07-20","9999-01-01"
282547,"Engineer","Nahum","Codenie","1999-06-14","9999-01-01"
282585,"Staff","Zijian","Lammel","1996-07-01","9999-01-01"
282699,"Engineer","Candida","Felcyn","1995-08-04","2002-05-25"
282862,"Staff","Chenxi","Pusterhofer","1996-06-02","2000-07-12"
282894,"Senior Engineer","Fay","Bellmore","1998-05-03","9999-01-01"
283041,"Senior Engineer","Nathalie","Foote","1991-07-20","1992-06-20"
283138,"Senior Staff","Cullen","Mikschl","1990-01-16","1990-03-11"
283168,"Assistant Engineer","Sanjai","Kopetz","1999-04-19","2000-06-07"
284045,"Engineer","Fun","Seiwald","1994-06-24","2000-02-15"
284300,"Senior Staff","Ishfaq","Mahmud","1996-11-28","9999-01-01"
284431,"Senior Staff","Pintsang","Fujisawa","2002-04-16","9999-01-01"
284561,"Senior Engineer","Duri","Beznosov","1988-02-15","9999-01-01"
284687,"Senior Engineer","Oksana","Redmiles","1992-06-22","9999-01-01"
284691,"Senior Engineer","Theron","Ressouche","1994-08-17","9999-01-01"
284711,"Senior Engineer","Martijn","Azevdeo","1988-02-10","9999-01-01"
284717,"Senior Engineer","Gal","Ranta","1997-11-07","9999-01-01"
284856,"Senior Engineer","Moto","Kobara","1998-12-12","9999-01-01"
284954,"Engineer","Anneke","Hammerschmidt","1996-01-30","9999-01-01"
285149,"Senior Engineer","Nahum","Schahn","1998-02-17","2000-03-15"
285164,"Staff","Xiaocheng","Kumaresan","1994-10-03","9999-01-01"
285318,"Senior Engineer","Theron","Ravishankar","1998-12-27","1999-10-09"
285396,"Senior Engineer","Lena","Kohling","1991-10-04","9999-01-01"
285905,"Senior Staff","Kellyn","Bage","1994-11-04","9999-01-01"
285906,"Engineer","Arnould","Buescher","1998-03-26","9999-01-01"
286026,"Senior Staff","Utpal","Zaumen","1997-02-24","9999-01-01"
286029,"Staff","Jaques","Nanard","1996-07-16","9999-01-01"
286370,"Senior Staff","Toshimitsu","Seuren","2000-01-19","9999-01-01"
286452,"Engineer","Behnaam","Bierbaum","1999-01-31","9999-01-01"
286573,"Senior Engineer","Nahum","Nishimukai","1997-02-01","9999-01-01"
286779,"Engineer","Sigeru","Versino","1998-08-31","9999-01-01"
286986,"Senior Engineer","Woody","Trelles","1996-05-23","9999-01-01"
287323,"Staff","Steve","Dengi","1999-09-15","9999-01-01"
287327,"Senior Staff","Youjian","Felder","2000-07-15","9999-01-01"
287334,"Engineer","Elliott","Speer","1998-08-08","9999-01-01"
287436,"Technique Leader","Sasan","Deville","1994-10-11","2001-04-25"
287482,"Senior Engineer","Shigeaki","Gihr","2002-03-18","9999-01-01"
287583,"Senior Engineer","Jovan","Hockney","1997-06-21","9999-01-01"
287609,"Senior Engineer","Sailaja","Negoita","2000-01-19","9999-01-01"
287713,"Senior Staff","Aamod","Ranka","1992-12-07","9999-01-01"
287808,"Technique Leader","Vidar","Ozeki","1996-06-17","9999-01-01"
287822,"Engineer","Mooi","Perfilyeva","1998-05-11","2000-09-04"
287983,"Senior Staff","Randi","Munos","1990-09-07","9999-01-01"
287984,"Senior Engineer","Troy","Kobuchi","1999-02-12","9999-01-01"
288028,"Senior Engineer","Kauko","Narwekar","1994-12-16","9999-01-01"
288134,"Staff","IEEE","VanScheik","1992-02-11","1993-11-20"
288142,"Senior Staff","Shay","Heystek","1995-04-01","9999-01-01"
288166,"Staff","Masoud","Asmuth","1994-09-05","9999-01-01"
288560,"Senior Staff","Yifei","Birjandi","1999-02-07","9999-01-01"
288563,"Senior Engineer","Cristinel","Gerlach","2001-01-08","9999-01-01"
288606,"Senior Staff","Susumu","Swiss","1996-11-14","9999-01-01"
288665,"Senior Engineer","Horward","Khasidashvili","1998-11-19","9999-01-01"
288848,"Staff","Vivian","Hennebert","1991-04-10","1994-06-11"
288893,"Senior Engineer","Bedrich","Rosenbaum","1998-01-27","9999-01-01"
289122,"Staff","Nikolaus","Akaboshi","1990-09-20","1995-07-04"
289454,"Senior Engineer","Bowen","Narwekar","1985-03-08","9999-01-01"
289687,"Senior Staff","Fai","Maccarone","1993-10-30","9999-01-01"
289807,"Senior Staff","Soenke","Lemarechal","2000-09-03","9999-01-01"
289909,"Senior Staff","Hilari","Vecchio","1998-04-24","9999-01-01"
290009,"Senior Staff","Zijian","Rindone","1997-07-09","9999-01-01"
290010,"Staff","Fox","Lodder","1988-02-17","1994-01-29"
290075,"Senior Staff","Boalin","Byoun","1996-09-30","9999-01-01"
290284,"Engineer","Kwangjo","Menhardt","1996-01-11","9999-01-01"
290441,"Senior Staff","Gregory","Collavizza","1993-09-08","9999-01-01"
290467,"Senior Staff","Shaowen","Poulakidas","1992-04-14","9999-01-01"
290478,"Engineer","Tsvetan","Sherertz","1998-08-07","9999-01-01"
290563,"Senior Engineer","Shigehiro","Oxenboll","1986-02-26","9999-01-01"
290769,"Senior Engineer","Lalit","Blokdijk","1999-02-01","9999-01-01"
291349,"Staff","Constantijn","Rusterholz","1998-08-28","1998-11-13"
291352,"Technique Leader","Danai","Trelles","1992-04-17","9999-01-01"
291368,"Staff","Gita","Rodier","1990-08-24","1994-04-27"
291612,"Engineer","Siamak","Gomatam","1998-07-08","9999-01-01"
291669,"Engineer","Faiza","Bach","1999-09-13","9999-01-01"
291755,"Assistant Engineer","Ebru","Doering","1994-08-27","2001-04-06"
291819,"Senior Staff","Uriel","Georg","1999-06-08","1999-06-22"
292110,"Senior Engineer","Menkae","Showalter","2001-08-09","9999-01-01"
292146,"Engineer","Khatoun","Pulkowski","1998-01-11","9999-01-01"
292210,"Senior Engineer","Masaru","Huhdanpaa","2001-11-23","9999-01-01"
292374,"Staff","Shridhar","Chvatal","1989-10-02","1995-08-27"
292404,"Senior Staff","Hongzue","Zultner","1990-02-22","9999-01-01"
292504,"Senior Engineer","Georgi","Bednarek","2002-03-02","9999-01-01"
292515,"Engineer","Bernd","Thummel","1998-08-03","9999-01-01"
292828,"Senior Engineer","Ziya","Tokunaga","1995-01-08","9999-01-01"
292901,"Senior Engineer","Shuky","Journel","1993-02-14","1995-04-27"
293080,"Senior Staff","Hideyuki","Slaats","1987-05-30","9999-01-01"
293154,"Senior Staff","Syozo","Maliniak","1992-11-09","9999-01-01"
293280,"Senior Engineer","Moti","Steenbeek","1993-01-21","9999-01-01"
293329,"Senior Engineer","Fumiya","Griswold","1994-06-12","9999-01-01"
293746,"Senior Engineer","Sanjay","Litecky","2000-08-26","9999-01-01"
293752,"Senior Staff","Jungsoon","Bail","1994-02-18","9999-01-01"
294144,"Senior Staff","Takanari","Ermel","1999-01-11","9999-01-01"
294241,"Senior Staff","Marl","Fiebach","2000-07-25","9999-01-01"
294446,"Staff","Claudi","Ruemmler","1999-08-13","9999-01-01"
294461,"Senior Engineer","Siddarth","Rosiles","1985-11-18","9999-01-01"
294527,"Senior Staff","Ashish","Candan","1992-02-02","9999-01-01"
294652,"Senior Engineer","Hironobu","Brodie","1993-09-17","9999-01-01"
294791,"Assistant Engineer","Vesna","Lammel","1999-10-08","9999-01-01"
294857,"Senior Engineer","Caolyn","Ozeri","1993-07-29","9999-01-01"
294996,"Senior Staff","Tomoyuki","Vigier","1991-07-08","2000-03-08"
295030,"Senior Staff","Fun","Keirsey","1985-07-09","9999-01-01"
295236,"Senior Engineer","Kauko","Fujisawa","1992-09-12","9999-01-01"
295254,"Senior Staff","Xuejun","Pfau","1993-07-24","9999-01-01"
295255,"Technique Leader","Jacopo","Bellone","1988-03-13","9999-01-01"
295262,"Assistant Engineer","Moon","Pews","1994-08-06","9999-01-01"
295268,"Senior Staff","Eben","Calkin","2001-12-19","9999-01-01"
295278,"Senior Engineer","Val","Barvinok","2000-01-02","9999-01-01"
295411,"Staff","Chiranjit","Serot","1997-04-04","9999-01-01"
295476,"Engineer","Shawna","Chiodo","1999-01-22","1999-04-05"
295857,"Senior Staff","Kankanahalli","Ciolek","1998-12-26","9999-01-01"
296062,"Staff","Shaz","Driscoll","1998-10-03","9999-01-01"
296303,"Technique Leader","Mariangiola","Heyers","1992-08-04","9999-01-01"
296428,"Senior Staff","Charmane","Simmen","1997-03-07","9999-01-01"
296610,"Senior Engineer","Pranav","Berztiss","1990-10-06","1996-09-09"
296621,"Technique Leader","Bokyung","Plump","1986-07-05","1989-04-27"
296664,"Senior Engineer","Dipayan","Geffroy","1987-09-17","9999-01-01"
296687,"Senior Staff","Palash","Spieker","1996-05-10","9999-01-01"
296718,"Senior Engineer","Kamakshi","Bahl","1987-12-22","9999-01-01"
296962,"Technique Leader","Wilmer","Luke","1987-02-13","1999-02-15"
297008,"Staff","Boutros","Awdeh","1985-11-07","1988-07-11"
297232,"Senior Staff","Lokesh","Saoudi","1999-05-25","9999-01-01"
297243,"Senior Staff","Tesuya","Mansanne","1993-10-08","1997-06-01"
297431,"Senior Staff","Cathie","Ratnakar","1996-06-23","9999-01-01"
297474,"Staff","Irena","Terkki","1998-03-11","9999-01-01"
297804,"Engineer","Vasilis","Ginneken","1985-09-13","1990-04-08"
297905,"Assistant Engineer","Marc","Bahl","1997-06-18","9999-01-01"
297954,"Assistant Engineer","Sailaja","Fujisaki","1995-07-24","9999-01-01"
298339,"Senior Engineer","King","Benzmuller","1995-09-04","9999-01-01"
298479,"Staff","Kamakshi","Badache","1996-06-11","1999-03-11"
298577,"Senior Staff","Florina","Litecky","1994-12-02","9999-01-01"
298953,"Staff","Zita","Syang","1998-12-29","9999-01-01"
299346,"Senior Staff","Fumitake","Sichman","1991-02-21","9999-01-01"
299580,"Engineer","Luisa","Itzfeldt","1997-01-23","9999-01-01"
299718,"Senior Staff","Denny","Shobatake","2002-06-22","9999-01-01"
299737,"Senior Staff","Patricio","Itzfeldt","1994-05-21","9999-01-01"
400046,"Senior Staff","Hilari","Christ","1991-01-19","9999-01-01"
400344,"Engineer","Yishai","Sessa","1996-08-21","2000-09-30"
400358,"Senior Engineer","Angus","Jullig","1997-04-13","9999-01-01"
400683,"Staff","Kamakshi","Manders","1995-08-05","9999-01-01"
400780,"Engineer","Poornachandra","Asser","1993-11-07","9999-01-01"
400796,"Engineer","Bodo","Halevi","1996-05-30","9999-01-01"
401154,"Senior Staff","Danae","Kragelund","1993-05-19","9999-01-01"
401278,"Engineer","Oguz","Schurmann","1995-11-11","9999-01-01"
401333,"Senior Engineer","Martins","Shokrollahi","1991-11-04","9999-01-01"
401364,"Senior Staff","Pranay","Kambil","1999-07-30","2002-04-06"
401420,"Senior Staff","Florian","Uhrig","1987-01-31","9999-01-01"
401574,"Technique Leader","Yannik","Falco","1988-01-15","9999-01-01"
402025,"Senior Engineer","Shigehito","Duclos","1992-09-19","9999-01-01"
402102,"Engineer","Kersti","Granlund","1995-03-19","9999-01-01"
402223,"Staff","Fai","Breugel","1995-02-27","1999-10-08"
402664,"Senior Engineer","Subhada","Janetzko","1987-01-25","9999-01-01"
402718,"Senior Engineer","Jeanna","Rettelbach","1996-02-14","9999-01-01"
402827,"Senior Staff","Weidon","Pollacia","1996-02-27","9999-01-01"
403010,"Senior Engineer","Toshimitsu","Sluis","1985-02-18","9999-01-01"
403237,"Senior Engineer","Muneo","Gunderson","1992-12-08","1993-09-19"
403455,"Senior Engineer","Marko","Velardi","1997-11-22","2001-08-27"
403621,"Senior Staff","Deborah","Kaminger","1997-06-04","9999-01-01"
403644,"Senior Staff","Krisda","Hainaut","2000-07-07","9999-01-01"
403954,"Senior Engineer","Jeanna","Bratten","1997-07-26","9999-01-01"
404018,"Senior Engineer","Valery","Babb","1998-10-19","9999-01-01"
404236,"Senior Engineer","Zengping","Kakkar","1996-07-22","9999-01-01"
404462,"Senior Engineer","Anestis","Setlzner","1991-07-13","9999-01-01"
404573,"Staff","Eberhardt","Spelt","1997-07-05","9999-01-01"
404755,"Senior Staff","Manu","Junet","1996-04-19","9999-01-01"
404788,"Engineer","Basem","Beausoleil","1998-03-16","9999-01-01"
404879,"Engineer","Jeanne","Kaminger","1987-07-21","1991-04-21"
405015,"Senior Staff","Morris","Fargier","1996-06-29","9999-01-01"
405063,"Senior Engineer","Yechezkel","Yurov","1998-11-30","9999-01-01"
405372,"Senior Staff","Masami","Merro","1996-09-23","1999-08-31"
406125,"Technique Leader","Georgi","Portugali","1987-09-27","9999-01-01"
406239,"Senior Engineer","Marek","Tomescu","2002-05-15","9999-01-01"
406249,"Senior Engineer","Naraig","Snyers","1986-12-03","1992-05-19"
406299,"Engineer","Kitty","Kolvik","1991-10-07","1995-04-29"
406537,"Senior Engineer","Martien","Ranum","1993-03-15","1999-05-18"
406564,"Engineer","Parviz","Picco","1995-04-16","9999-01-01"
406714,"Senior Staff","Malu","Ossenbruggen","1994-11-21","9999-01-01"
406847,"Staff","Alexius","Crouzet","1999-10-05","9999-01-01"
407522,"Staff","Tommaso","Raczkowsky","1996-08-29","9999-01-01"
407837,"Senior Engineer","Fei","Erez","1991-10-15","9999-01-01"
408019,"Senior Engineer","Shridhar","Chleq","1996-03-21","9999-01-01"
408114,"Engineer","Geoffrey","Ladret","1994-01-03","9999-01-01"
408163,"Senior Engineer","Irene","Sethi","1996-09-06","9999-01-01"
408417,"Staff","Tsz","Daescu","1994-01-29","9999-01-01"
408435,"Staff","Bikash","Vilarrasa","1999-03-26","2000-12-29"
408437,"Senior Staff","Uno","Solares","1999-09-22","9999-01-01"
408447,"Senior Staff","Mayuri","Werthner","1999-08-19","9999-01-01"
408654,"Senior Staff","Yongqiao","Cochrane","1991-10-27","9999-01-01"
408953,"Senior Engineer","Jolita","Claffy","1993-12-24","9999-01-01"
409112,"Senior Staff","Sahrah","Mitchem","2000-03-27","2002-05-18"
409391,"Engineer","Willard","Verspoor","1999-02-28","9999-01-01"
409712,"Senior Engineer","Etsuo","Andreotta","2000-03-28","2000-06-23"
409798,"Technique Leader","Dekang","Tsunoo","1995-01-19","9999-01-01"
409805,"Senior Engineer","Frazer","Candan","1999-03-05","9999-01-01"
409898,"Senior Engineer","Divier","Ishibashi","1994-09-22","9999-01-01"
410028,"Senior Staff","Xiadong","McClurg","1994-09-17","9999-01-01"
410372,"Senior Engineer","Duri","Mitina","1995-03-04","9999-01-01"
410433,"Senior Engineer","Kazuhisa","Riesenhuber","1992-10-06","9999-01-01"
410592,"Staff","Tonia","Shigei","1993-03-13","1997-01-12"
410616,"Senior Engineer","Gudjon","Kalorkoti","1999-04-14","9999-01-01"
410703,"Staff","Kitty","Halloran","1997-11-20","2002-01-18"
410804,"Senior Engineer","Ronnie","Denos","1997-06-08","9999-01-01"
410881,"Senior Engineer","Koichi","Grabner","1990-04-24","9999-01-01"
411070,"Senior Engineer","Otmar","Brandsma","1992-05-27","9999-01-01"
411082,"Senior Engineer","Martine","Cangellaris","1998-04-28","9999-01-01"
411143,"Senior Staff","Goncalo","Barbanera","1996-09-01","9999-01-01"
411727,"Staff","Weiwu","Lamma","1997-11-05","2000-11-26"
411906,"Engineer","Anneli","Pappas","1998-07-04","1998-09-19"
412315,"Staff","Geoff","Peck","1999-01-08","1999-03-26"
412404,"Senior Engineer","Mitsuyuki","Jeansoulin","1999-10-28","9999-01-01"
412757,"Engineer","Leen","Peak","1999-11-20","9999-01-01"
413098,"Senior Staff","Hsiangchu","Taubenfeld","1999-04-17","9999-01-01"
413205,"Senior Staff","Mototsugu","Prampolini","1988-06-12","9999-01-01"
413554,"Engineer","Elvia","Schwartzburd","1991-10-16","1995-08-25"
413666,"Senior Staff","Remco","Duclos","1996-04-18","9999-01-01"
413729,"Technique Leader","Harjit","Ernst","1992-04-26","9999-01-01"
413831,"Senior Staff","Mohamadou","Grabner","1998-11-25","9999-01-01"
413832,"Senior Staff","Marco","Jahnichen","1995-03-28","9999-01-01"
414027,"Senior Engineer","Tadanori","Msuda","1997-11-06","9999-01-01"
414091,"Engineer","Wuxu","Kuhnemann","1997-08-19","9999-01-01"
414461,"Senior Staff","Somnath","Bierbaum","1996-12-05","2000-12-22"
414543,"Senior Engineer","Bernd","Anick","1988-11-19","9999-01-01"
414551,"Senior Engineer","Elliott","Copas","1999-09-13","9999-01-01"
414662,"Senior Engineer","Ipke","Schneeberger","1994-09-20","9999-01-01"
414714,"Senior Staff","Chinho","Delgrande","1996-11-07","9999-01-01"
414808,"Senior Engineer","Aris","Sambasivam","1993-02-20","1998-05-20"
414814,"Staff","Dayanand","Wielonsky","1999-02-15","9999-01-01"
414897,"Senior Staff","Juyoung","Willoner","1994-11-03","9999-01-01"
414922,"Senior Engineer","Prasadram","Piazza","1992-06-04","1997-11-04"
415187,"Assistant Engineer","Juyoung","Peltason","1998-09-01","9999-01-01"
415234,"Engineer","Ewing","Baak","1993-10-05","1993-10-19"
415338,"Assistant Engineer","Shigeo","Emmart","1995-12-24","9999-01-01"
415363,"Senior Staff","Conal","Shackell","1993-01-25","9999-01-01"
415563,"Senior Engineer","Mrinalini","Bierbaum","1994-03-12","9999-01-01"
416074,"Senior Engineer","Alain","Lieberherr","1996-05-10","9999-01-01"
416383,"Senior Engineer","Nectarios","Itschner","1996-03-01","9999-01-01"
416420,"Senior Staff","Adamantios","Heemskerk","1986-08-08","9999-01-01"
416455,"Engineer","Laurentiu","Morton","1998-12-21","1999-12-23"
416492,"Senior Engineer","Kannan","Meriste","1992-08-12","9999-01-01"
416660,"Senior Engineer","Nathalie","Luke","1997-09-15","9999-01-01"
416720,"Senior Engineer","Tokuyasu","Xiaoshan","1998-09-19","9999-01-01"
416877,"Senior Staff","Gio","Orsini","1993-12-07","9999-01-01"
416892,"Engineer","Shooichi","Vandervoorde","1996-08-16","9999-01-01"
417128,"Senior Engineer","Valeska","Rosenbaum","1994-05-18","1997-01-13"
417435,"Senior Staff","Bouchung","Zaumen","1999-01-29","9999-01-01"
418239,"Senior Engineer","Josyula","Motley","1992-09-05","9999-01-01"
418247,"Senior Staff","Oscar","Oppitz","2001-06-29","9999-01-01"
418298,"Senior Engineer","Arvin","Pusterhofer","2002-03-02","9999-01-01"
418309,"Senior Engineer","Danel","Petereit","1994-02-21","9999-01-01"
418380,"Senior Engineer","Kazuhiko","Gornas","1993-05-20","9999-01-01"
418566,"Senior Engineer","Kazuhide","Snedden","1996-06-14","9999-01-01"
418606,"Engineer","Michaela","Otillio","1994-01-05","9999-01-01"
418689,"Senior Staff","Gino","Uehara","1988-02-17","1991-04-09"
418717,"Senior Staff","Arunachalam","Magliocco","1992-12-22","9999-01-01"
418860,"Senior Staff","Ymte","Dalton","1997-11-22","9999-01-01"
419099,"Staff","Heon","Broomell","1998-05-06","9999-01-01"
419388,"Senior Engineer","Nikolaos","Bamford","1991-02-25","1997-09-23"
419953,"Senior Staff","Ung","Orlowski","1998-07-22","9999-01-01"
420086,"Senior Engineer","Susuma","Kitsuregawa","1993-05-28","9999-01-01"
420476,"Senior Staff","Mariangiola","Bolsens","1994-06-15","9999-01-01"
420557,"Senior Staff","Mabhin","Eastman","1994-08-02","9999-01-01"
420599,"Senior Engineer","Hidde","Riexinger","1995-11-18","1996-08-20"
420681,"Technique Leader","Atilio","Rajala","1999-12-01","2001-07-27"
420694,"Senior Staff","Frazer","Barbanera","1991-11-04","9999-01-01"
420732,"Senior Staff","Willard","Morrin","2001-05-27","9999-01-01"
420759,"Staff","Raimond","Solovay","1997-10-03","9999-01-01"
420765,"Senior Staff","Shawna","Krider","1997-03-09","9999-01-01"
420877,"Senior Staff","Khosrow","Erez","1996-02-11","9999-01-01"
420921,"Staff","Niranjan","Lamba","1997-11-16","1998-10-10"
421022,"Senior Staff","Shigeaki","Butner","1996-07-13","9999-01-01"
421033,"Senior Staff","Garnik","Randt","1994-12-23","9999-01-01"
421039,"Engineer","Aemilian","Zedlitz","1988-12-23","1993-07-16"
421074,"Senior Staff","Zhaofang","Falster","1999-06-29","9999-01-01"
421312,"Engineer","Mariangiola","Bashian","1999-09-18","9999-01-01"
421384,"Senior Staff","Renny","Bednarek","1995-06-01","9999-01-01"
421755,"Senior Engineer","Shichao","Thiria","2001-01-10","9999-01-01"
422146,"Engineer","Kenton","Miara","1999-05-14","9999-01-01"
422263,"Staff","Abdulah","Remmele","1992-09-24","1996-07-21"
422450,"Senior Engineer","Junichi","Rubsam","1988-10-30","1994-03-11"
422783,"Engineer","Jagoda","Uhrig","1995-09-01","9999-01-01"
423038,"Senior Staff","Takushi","Strehl","1988-10-04","9999-01-01"
423204,"Senior Staff","Uma","Stranks","1996-09-12","9999-01-01"
423208,"Engineer","Joydip","Krone","1995-02-08","9999-01-01"
423214,"Senior Staff","Tsutomu","Tetzlaff","1993-09-23","9999-01-01"
423327,"Senior Staff","Constantijn","Lichtman","2001-06-26","9999-01-01"
423350,"Senior Staff","Heping","Monarch","1993-04-15","9999-01-01"
423516,"Senior Engineer","Wojceich","Butterworth","1996-08-29","2001-10-05"
423633,"Senior Engineer","Mariusz","Tokunaga","1985-02-11","9999-01-01"
423993,"Technique Leader","Seshu","Kolvik","1988-12-09","9999-01-01"
424569,"Engineer","Danco","Luff","1997-10-30","9999-01-01"
424584,"Senior Engineer","Kagan","Dredge","2000-02-26","9999-01-01"
424685,"Senior Staff","Changho","Veevers","1997-03-03","9999-01-01"
424714,"Engineer","Nathan","Vendrig","1990-08-20","1997-03-22"
424797,"Senior Staff","Theron","Itschner","1993-05-16","9999-01-01"
424805,"Senior Staff","Jacqueline","Zallocco","1994-12-17","9999-01-01"
424845,"Staff","Salvador","Peres","1995-04-24","1996-11-17"
424930,"Senior Staff","Xuejun","Reeker","1997-11-18","9999-01-01"
424984,"Engineer","Vasilis","Waleschkowski","1996-05-26","9999-01-01"
425437,"Engineer","Moni","Staudhammer","1999-03-23","9999-01-01"
425535,"Senior Staff","Alagu","Vieri","1992-08-22","9999-01-01"
425540,"Senior Staff","Paddy","Zumaque","1995-11-12","9999-01-01"
425757,"Senior Staff","Yongdong","Jiang","1990-10-13","9999-01-01"
425780,"Senior Staff","Paris","Range","1997-10-25","9999-01-01"
425830,"Engineer","Guther","Conia","1999-02-13","9999-01-01"
425875,"Senior Staff","Jahangir","Kroft","1995-06-11","9999-01-01"
426153,"Senior Staff","Shahaf","Luce","1999-04-06","9999-01-01"
426168,"Senior Staff","Kaijung","Mateescu","1992-11-17","9999-01-01"
426228,"Engineer","Supot","Badache","1996-08-17","9999-01-01"
426235,"Senior Staff","Danco","Rajala","1996-03-28","9999-01-01"
426611,"Engineer","Serap","Bahi","1986-05-15","1990-05-04"
426644,"Senior Engineer","Zejun","Broomell","2002-01-19","9999-01-01"
426683,"Engineer","Xudong","Muntz","1991-03-08","1996-04-02"
426706,"Senior Engineer","Karsten","Kawashima","1999-03-15","9999-01-01"
426795,"Senior Staff","Huican","Lunn","1991-07-23","9999-01-01"
426818,"Senior Staff","Gaurav","Fendler","1997-02-14","9999-01-01"
426819,"Engineer","Sandeepan","Kulisch","1997-05-16","9999-01-01"
426824,"Senior Staff","Gopalakrishnan","Mawatari","1993-10-29","9999-01-01"
426958,"Senior Engineer","Weijing","Viele","1993-10-03","9999-01-01"
427313,"Senior Staff","Utpal","Kemmerer","1991-12-04","9999-01-01"
427320,"Senior Engineer","Mamdouh","Ramamoorthy","2000-01-13","9999-01-01"
427332,"Staff","Feiyu","Hemaspaandra","1995-06-04","9999-01-01"
427571,"Senior Engineer","Torsten","Ranta","1996-12-10","9999-01-01"
427659,"Engineer","Mariusz","Ritcey","1987-03-16","1991-07-01"
427776,"Senior Staff","Jaques","Navazio","1998-04-03","9999-01-01"
427805,"Senior Staff","Haldun","Compeau","1997-10-15","9999-01-01"
427823,"Staff","Jaques","Gecsei","1999-07-13","9999-01-01"
427852,"Senior Engineer","Adil","Kieras","1992-07-20","9999-01-01"
428082,"Senior Staff","Ronghao","Alpin","2000-09-10","9999-01-01"
428160,"Senior Staff","Jamaludin","Kalorkoti","2001-07-14","9999-01-01"
428195,"Senior Staff","Hatsukazu","Rosca","1991-10-13","9999-01-01"
428219,"Senior Staff","Ghassan","Androutsos","1993-12-25","9999-01-01"
428235,"Senior Engineer","Chenyi","Demian","1988-06-29","2000-03-18"
428294,"Engineer","Nimmagadda","Kusakari","1992-09-29","1998-05-14"
428917,"Senior Engineer","Theron","Billawala","2001-02-16","9999-01-01"
429040,"Staff","Bader","Detkin","1993-10-24","1999-07-31"
429087,"Technique Leader","Hugh","Senzako","1992-10-15","9999-01-01"
429231,"Senior Staff","Kazuyasu","Schmiedel","1991-09-07","9999-01-01"
429238,"Senior Staff","Mona","Luck","1989-05-11","9999-01-01"
429249,"Senior Engineer","Alassane","Wolniewicz","1993-10-06","9999-01-01"
429316,"Senior Staff","Seshu","Hiraishi","2001-08-10","9999-01-01"
429381,"Senior Staff","Limsoon","Roohalamini","1992-11-25","9999-01-01"
429419,"Senior Staff","Adas","Chinen","1998-01-04","2002-05-15"
429481,"Engineer","Subhada","Emmerich","1996-03-06","9999-01-01"
429520,"Engineer","Yongqiao","Francisci","1999-12-01","9999-01-01"
429532,"Senior Staff","Bartek","Vendrig","1996-11-11","9999-01-01"
429553,"Technique Leader","Tadanori","Fujisawa","1999-08-07","2000-07-04"
429569,"Engineer","Fumiya","Chappelet","1999-09-04","9999-01-01"
429703,"Senior Staff","Ung","Honglei","1993-09-02","9999-01-01"
429756,"Staff","Jiann","Hofmeyr","1992-02-03","1997-10-23"
429899,"Staff","Ranan","Marsiglia","1999-08-13","9999-01-01"
429954,"Staff","Renny","Gladwell","1999-02-27","9999-01-01"
430054,"Senior Engineer","Erzsebet","Setiz","1998-06-10","9999-01-01"
430558,"Senior Engineer","Xiong","Roisin","1995-03-02","9999-01-01"
430593,"Senior Staff","Janalee","Lanzelotte","1997-12-01","9999-01-01"
430631,"Engineer","Kersti","Marsiglia","1994-02-19","9999-01-01"
430891,"Senior Engineer","Khalil","Gien","1991-08-06","9999-01-01"
430981,"Senior Staff","Amabile","Koyama","1990-07-25","1993-05-14"
431353,"Senior Staff","Bedir","Reeken","1991-02-17","1998-10-25"
431576,"Senior Staff","Masamitsu","Back","1994-03-25","9999-01-01"
431657,"Senior Engineer","Visit","Thiran","1991-11-14","9999-01-01"
431759,"Engineer","Alassane","Ramsay","1987-11-05","1989-04-12"
431882,"Engineer","Hideo","Varman","1997-06-19","9999-01-01"
431887,"Senior Engineer","Poorav","Ranst","1996-06-01","9999-01-01"
432031,"Senior Staff","Adamantios","Matzat","1993-02-28","9999-01-01"
432034,"Senior Staff","Arfst","Uehara","1993-11-15","9999-01-01"
432089,"Senior Engineer","Irena","Gulla","1989-12-30","2002-01-11"
432121,"Senior Staff","Alair","Straney","1992-11-14","9999-01-01"
432257,"Engineer","Kwangjo","Hiltgen","1998-12-22","9999-01-01"
432261,"Senior Engineer","Arve","Bergere","1994-07-28","9999-01-01"
432399,"Senior Engineer","Nitsan","Nollmann","1996-09-09","9999-01-01"
432523,"Engineer","Takahiro","Maquelin","1997-07-21","9999-01-01"
432665,"Senior Engineer","Flemming","Driscoll","1999-06-28","9999-01-01"
432787,"Senior Engineer","Toshiko","Ibel","1996-11-23","9999-01-01"
432890,"Senior Engineer","Nalini","Perly","1999-03-07","2001-01-15"
